1;0;5;8;18;21;23;24;30;34;55;58;76;82;87;111;122;129;136;146;154;155;165;183;185;195;202;204;212;217;221;237;239;257;262;269
2;1;3;12;16;19;25;26;27;28;37;40;45;48;49;51;53;57;62;63;71;78;79;86;99;100;109
3;2;7;29;39;69;70;73;92;96;98;138;149;156;160;191;192;208
4;4;6;41;43;54;80;102;103;117;153;190;193;203;211;230
5;13;15;20;31;42;64;90;163;167;168;170;172;184
6;14;17;22;35;36;44;50;65;66;67;72;74;81;85;88;89;105;115;135;152;159;161;214;250
7;32;59;68;91;97;104;107;110;113;118;123;125;128;130;140;141;144;145;147;150;173;179;200;236;258;261
8;75;106;116;143;174;201;240;243;249;265;268
9;112;120;151;157;158;176;177;178;182;186;187;188;189;194;196;213;263;267
10;127;134;137;139;218;227;241;245;252;259;264
